full_date,weekday,mood,activities,note
2021-04-07,Mittwoch,Gut,Variable07 | Variable11 | Variable13 | Variable16 | Mäßig,""
2021-04-08,Donnerstag,Schlecht,Variable08 | Variable11 | Variable13 | Variable15 | Variable17 | Mäßig | Arbeit,""
2021-04-09,Freitag,Schlecht,Variable02 | Variable04 | Variable06 | Variable08 | Mäßig | Arbeit | Wäsche,""
2021-04-10,Samstag,Schlecht,Variable02 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable13 | Variable14 | Variable16 | Schlecht | Einkaufen | Longboard,""
2021-04-11,Sonntag,Lausig,Schach | Variable13 | Variable16 | Variable18 | Mäßig,""
2021-04-12,Montag,Lausig,Variable02 | Variable04 | Schach | Gut | Variable07 | Variable13 | Variable14 | Variable16 | Arbeit | Longboard | Schlafqualitaet,""
2021-04-13,Dienstag,Lausig,Schach | Variable06 | Variable07 | Variable08 | Variable10 | Variable13 | Variable16 | Variable19 | Mäßig,""
2021-04-14,Mittwoch,Lausig,Familie | Variable02 | Variable04 | Variable06 | Variable07 | Variable10 | Variable14 | Variable19 | Friseur | Schlecht | Einkaufen | Longboard | Klausur,""
2021-04-15,Donnerstag,Gut,Variable03 | Variable04 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Mäßig | Arbeit,""
2021-04-16,Freitag,Super,Variable02 | Variable04 | Variable08 | Variable10 | Chinesisch | Variable19 | Mäßig | Arbeit | Wäsche | Longboard,""
2021-04-17,Samstag,Super,Familie | Variable02 | Variable04 | Variable06 | Variable08 | Variable10 | Variable11 | Chinesisch | Variable17 | Variable19 | Mäßig | Einkaufen | Rasiert | Ausflug,""
2021-04-18,Sonntag,Super,Schach | Variable06 | Variable08 | Variable11 | Chinesisch | Variable18 | Mäßig,""
2021-04-19,Montag,Gut,Gut | Variable06 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable17 | Arbeit | Einkaufen | Longboard | Schlafqualitaet,""
2021-04-20,Dienstag,Super,Variable02 | Variable04 | Variable13 | Chinesisch | Mäßig | Arbeit | Einkaufen | Longboard,""
2021-04-21,Mittwoch,Super,Variable02 | Variable04 | Variable07 | Variable13 | Variable14 | Mäßig | Arbeit | Einkaufen | Rasiert | Longboard,""
2021-04-22,Donnerstag,Lausig,Variable07 | Mäßig | Arbeit | Wäsche,""
2021-04-23,Freitag,Schlecht,Variable02 | Variable04 | Variable07 | Variable13 | Variable14 | Mäßig | Arbeit | Einkaufen | Longboard,""
2021-04-24,Samstag,Gut,Variable02 | Variable04 | Variable07 | Variable14 | Mäßig,""
2021-04-25,Sonntag,Super,Variable03 | Variable07 | Variable11 | Variable13 | Mäßig,""
2021-04-26,Montag,Gut,Variable06 | Variable08 | Variable15 | Mäßig | Arbeit | Wäsche | Einkaufen | Rasiert,""
2021-04-27,Dienstag,Super,Variable02 | Variable04 | Variable05 | Variable13 | Variable14 | Mäßig | Einkaufen | Longboard,""
2021-04-28,Mittwoch,Super,Variable02 | Variable06 | Variable08 | Variable13 | Mäßig,""
2021-04-29,Donnerstag,Ok,Variable03 | Variable06 | Variable07 | Variable08 | Variable10 | Variable11 | Variable14 | Variable15 | Mäßig | Arbeit,""
2021-04-30,Freitag,Gut,Variable03 | Variable04 | Variable07 | Variable13 | Variable14 | Mäßig | Wäsche | Einkaufen | Rasiert,""
2021-05-01,Samstag,Super,Variable02 | Variable04 | Variable08 | Chinesisch | Variable17 | Mäßig,""
2021-05-02,Sonntag,Super,Variable06 | Variable07 | Variable08 | Variable13 | Variable15 | Arbeit | Schlecht,""
2021-05-03,Montag,Super,Variable03 | Variable04 | Variable06 | Variable08 | Variable11 | Variable15 | Mäßig | Arbeit | Einkaufen,""
2021-05-04,Dienstag,Super,Variable02 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable19 | Mäßig,""
2021-05-05,Mittwoch,Super,Variable02 | Variable04 | Variable07 | Variable10 | Variable13 | Chinesisch | Variable14 | Variable16 | Mäßig | Einkaufen,""
2021-05-06,Donnerstag,Super,Variable07 | Variable11 | Variable13 | Mäßig | Arbeit,""
2021-05-07,Freitag,Super,Variable02 | Variable05 | Variable07 | Variable13 | Variable14 | Variable17 | Mäßig | Einkaufen | Rasiert,""
2021-05-08,Samstag,Super,Variable02 | Variable03 | Variable04 | Variable06 | Variable08 | Variable13 | Chinesisch | Variable17 | Wäsche | Schlecht,""
2021-05-09,Sonntag,Super,Familie | Variable04 | Schach | Gut | Variable10 | Variable13 | Variable14 | Arbeit | Schlafqualitaet,""
2021-05-10,Montag,Gut,Variable04 | Variable06 | Variable08 | Variable11 | Variable13 | Variable15 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2021-05-11,Dienstag,Super,Variable02 | Schach | Variable07 | Variable11 | Variable13 | Variable14 | Variable15 | Schlecht | Einkaufen,""
2021-05-12,Mittwoch,Super,Variable02 | Variable04 | Schach | Variable06 | Variable13 | Variable14 | Mäßig | Einkaufen,""
2021-05-13,Donnerstag,Lausig,Schach | Variable08 | Variable13 | Variable18 | Mäßig | Arbeit,""
2021-05-14,Freitag,Lausig,Variable02 | Variable04 | Schach | Variable06 | Variable07 | Variable11 | Variable13 | Variable14 | Mäßig | Friseur | Wäsche | Einkaufen,""
2021-05-15,Samstag,Ok,Familie | Variable02 | Variable04 | Schach | Variable07 | Variable08 | Variable13 | Variable14 | Mäßig | Einkaufen,""
2021-05-16,Sonntag,Ok,Variable11 | Variable13 | Variable15 | Variable17 | Variable18 | Mäßig | Wäsche,""
2021-05-17,Montag,Ok,Familie | Variable04 | Schach | Variable06 | Variable08 | Mäßig | Arbeit | Einkaufen,""
2021-05-18,Dienstag,Lausig,Variable02 | Variable04 | Schlecht,""
2021-05-19,Mittwoch,Schlecht,Variable03 | Variable04 | Schach | Gut | Variable07 | Variable13 | Variable14 | Arbeit | Schlafqualitaet,""
2021-05-20,Donnerstag,Ok,Variable02 | Schach | Variable08 | Chinesisch | Mäßig | Arbeit | Einkaufen | Longboard,""
2021-05-21,Freitag,Schlecht,Variable03 | Variable04 | Schach | Gut | Variable07 | Variable10 | Variable11 | Variable14 | Variable19 | Rasiert | Schlafqualitaet,""
2021-05-22,Samstag,Ok,Variable02 | Variable03 | Variable04 | Schach | Gut | Variable07 | Variable11 | Chinesisch | Variable14 | Variable15 | Schlafqualitaet,""
2021-05-23,Sonntag,Ok,Variable03 | Variable05 | Gut | Variable07 | Variable13 | Chinesisch | Variable15 | Variable17 | Schlafqualitaet,""
2021-05-24,Montag,Gut,Variable05 | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Mäßig | Wäsche | Allergie,""
2021-05-25,Dienstag,Schlecht,Variable02 | Variable04 | Variable05 | Variable06 | Variable08 | Variable11 | Variable13 | Chinesisch | Mäßig | Arbeit,""
2021-05-26,Mittwoch,Lausig,Variable04 | Variable06 | Variable07 | Variable08 | Variable13 | Chinesisch | Mäßig,""
2021-05-27,Donnerstag,Ok,Variable04 | Schach | Variable06 | Variable08 | Variable15 | Mäßig | Arbeit | Einkaufen,""
2021-05-28,Freitag,Ok,Variable03 | Variable04 | Schach | Variable07 | Variable11 | Variable13 | Variable14 | Mäßig | Einkaufen | Ausflug,""
2021-05-29,Samstag,Ok,Variable02 | Variable03 | Variable04 | Variable08 | Schlecht | Einkaufen,""
2021-05-30,Sonntag,Super,Familie | Variable02 | Variable04 | Variable05 | Gut | Variable07 | Variable11 | Variable13 | Variable19 | Wäsche | Schlafqualitaet,""
2021-05-31,Montag,Super,Variable04 | Variable05 | Variable07 | Variable13 | Variable14 | Mäßig | Einkaufen | Rasiert,""
2021-06-01,Dienstag,Super,Variable02 | Variable04 | Variable05 | Variable08 | Variable13 | Chinesisch | Variable17 | Mäßig | Allergie | Einkaufen,""
2021-06-02,Mittwoch,Super,Variable02 | Variable04 | Variable06 | Variable08 | Variable11 | Variable13 | Chinesisch | Mäßig | Longboard,""
2021-06-03,Donnerstag,Gut,Variable04 | Variable05 | Variable07 | Variable08 | Variable09 | Variable10 | Variable11 | Chinesisch | Variable15 | Mäßig | Arbeit | Einkaufen,""
2021-06-04,Freitag,Gut,Variable04 | Variable05 | Variable06 | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Mäßig,""
2021-06-05,Samstag,Gut,Variable02 | Variable04 | Chinesisch | Variable14 | Mäßig | Wäsche | Allergie | Einkaufen,""
2021-06-06,Sonntag,Super,Variable02 | Schach | Variable06 | Variable07 | Variable08 | Variable11 | Variable13 | Variable15 | Variable17 | Variable18 | Mäßig | Rasiert,""
2021-06-07,Montag,Gut,Variable04 | Schach | Variable06 | Variable08 | Variable13 | Variable16 | Arbeit | Wäsche | Schlecht | Allergie | Einkaufen,""
2021-06-08,Dienstag,Schlecht,Variable02 | Variable04 | Variable05 | Schach | Gut | Variable08 | Variable10 | Variable13 | Arbeit | Einkaufen | Schlafqualitaet,""
2021-06-09,Mittwoch,Super,Schach | Gut | Variable11 | Variable13 | Arbeit | Allergie | Schlafqualitaet,""
2021-06-10,Donnerstag,Gut,Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable11 | Mäßig | Arbeit | Allergie | Einkaufen,""
2021-06-11,Freitag,Ok,Variable02 | Variable04 | Variable07 | Variable13 | Variable14 | Mäßig | Arbeit | Einkaufen,""
2021-06-12,Samstag,Gut,Variable02 | Variable04 | Gut | Variable07 | Variable08 | Variable13 | Rasiert | Schlafqualitaet,""
2021-06-13,Sonntag,Gut,Variable02 | Schach | Variable06 | Variable08 | Variable11 | Variable13 | Schlecht | Allergie,""
2021-06-14,Montag,Ok,Gut | Variable06 | Variable08 | Variable13 | Variable16 | Arbeit | Einkaufen | Schlafqualitaet,""
2021-06-15,Dienstag,Lausig,Variable03 | Schach | Variable07 | Variable11 | Variable13 | Variable14 | Variable16 | Variable17 | Variable19 | Mäßig,""
2021-06-16,Mittwoch,Schlecht,Variable02 | Variable04 | Schach | Variable07 | Variable13 | Variable16 | Variable19 | Mäßig | Friseur | Arbeit | Allergie | Einkaufen,""
2021-06-17,Donnerstag,Ok,Variable03 | Schach | Variable06 | Variable07 | Variable08 | Variable16 | Variable19 | Mäßig | Arbeit | Wäsche | Allergie | Einkaufen,""
2021-06-18,Freitag,Schlecht,Variable02 | Variable04 | Variable07 | Variable13 | Variable14 | Variable15 | Variable16 | Variable19 | Mäßig | Wäsche | Allergie | Einkaufen | Rasiert | Klausur,""
2021-06-19,Samstag,Gut,Variable02 | Variable04 | Schach | Gut | Variable06 | Variable08 | Variable11 | Chinesisch | Variable17 | Allergie | Schlafqualitaet,""
2021-06-20,Sonntag,Gut,Variable03 | Schach | Variable06 | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable17 | Mäßig | Arbeit | Allergie,""
2021-06-21,Montag,Schlecht,Variable03 | Variable04 | Variable06 | Variable07 | Variable08 | Chinesisch | Variable14 | Variable17 | Mäßig | Arbeit | Allergie | Einkaufen,""
2021-06-22,Dienstag,Lausig,Variable03 | Variable04 | Schach | Variable07 | Variable11 | Variable13 | Chinesisch | Mäßig | Arbeit,""
2021-06-23,Mittwoch,Gut,Variable02 | Variable04 | Variable05 | Variable13 | Chinesisch | Mäßig | Arbeit | Einkaufen,""
2021-06-24,Donnerstag,Super,Schach | Variable08 | Chinesisch | Variable16 | Variable19 | Mäßig | Arbeit,""
2021-06-25,Freitag,Schlecht,Familie | Variable03 | Variable04 | Variable05 | Schach | Variable08 | Variable13 | Variable16 | Mäßig | Arbeit | Allergie,""
2021-06-26,Samstag,Gut,Familie | Variable02 | Variable03 | Variable04 | Schach | Gut | Variable07 | Variable13 | Variable14 | Wäsche | Einkaufen | Rasiert | Schlafqualitaet,""
2021-06-27,Sonntag,Super,Familie | Variable02 | Variable04 | Variable07 | Variable17 | Mäßig | Allergie | Ausflug,""
2021-06-28,Montag,Schlecht,Variable04 | Variable07 | Variable08 | Variable11 | Variable13 | Variable14 | Variable16 | Mäßig | Arbeit | Allergie,""
2021-06-29,Dienstag,Lausig,Schach | Gut | Variable11 | Allergie | Einkaufen | Schlafqualitaet,""
2021-06-30,Mittwoch,Ok,Variable02 | Variable03 | Variable04 | Schach | Variable08 | Variable10 | Variable13 | Variable17 | Mäßig | Allergie | Einkaufen | Rasiert,""
2021-07-01,Donnerstag,Super,Variable07 | Variable11 | Chinesisch | Variable14 | Variable15 | Variable17 | Mäßig | Arbeit | Allergie,""
2021-07-02,Freitag,Schlecht,Variable05 | Variable06 | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Variable17 | Variable18 | Mäßig | Arbeit | Allergie | Einkaufen,""
2021-07-03,Samstag,Schlecht,Variable02 | Variable04 | Variable07 | Chinesisch | Variable14 | Mäßig | Wäsche | Allergie | Einkaufen,""
2021-07-04,Sonntag,Lausig,Variable02 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Variable14 | Variable18 | Schlafqualitaet,""
2021-07-05,Montag,Lausig,Gut | Variable06 | Variable07 | Variable08 | Variable11 | Variable15 | Arbeit | Schlafqualitaet,""
2021-07-06,Dienstag,Super,Variable02 | Variable07 | Variable13 | Chinesisch | Variable14 | Variable15 | Mäßig | Einkaufen,""
2021-07-07,Mittwoch,Super,Variable05 | Gut | Variable07 | Variable13 | Chinesisch | Allergie | Schlafqualitaet,""
2021-07-08,Donnerstag,Ok,Variable04 | Variable05 | Gut | Variable07 | Variable13 | Arbeit | Rasiert | Schlafqualitaet,""
2021-07-09,Freitag,Ok,Variable02 | Variable03 | Variable07 | Variable13 | Variable14 | Variable17 | Arbeit | Wäsche | Schlecht | Allergie | Einkaufen,""
2021-07-10,Samstag,Super,Familie | Variable02 | Variable04 | Variable07 | Variable08 | Variable10 | Variable14 | Mäßig | Einkaufen,""
2021-07-11,Sonntag,Gut,Familie | Variable02 | Variable04 | Variable06 | Variable07 | Variable08 | Variable13 | Schlecht,""
2021-07-12,Montag,Lausig,Variable04 | Variable07 | Variable11 | Variable13 | Variable14 | Variable15 | Variable19 | Mäßig | Arbeit,""
2021-07-13,Dienstag,Ok,Variable02 | Variable03 | Variable04 | Variable07 | Variable13 | Variable16 | Variable17 | Variable19 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2021-07-14,Mittwoch,Gut,Variable04 | Variable16 | Variable18 | Variable19 | Mäßig | Arbeit | Rasiert,""
2021-07-15,Donnerstag,Lausig,Variable06 | Variable08 | Variable11 | Mäßig | Arbeit,""
2021-07-16,Freitag,Lausig,Variable02 | Gut | Variable07 | Variable13 | Variable14 | Variable16 | Allergie | Einkaufen | Schlafqualitaet,""
2021-07-17,Samstag,Super,Variable02 | Variable04 | Variable07 | Variable11 | Variable13 | Variable14 | Variable16 | Variable17 | Mäßig | Allergie | Einkaufen,""
2021-07-18,Sonntag,Gut,Variable02 | Variable07 | Variable13 | Variable14 | Variable16 | Mäßig,""
2021-07-19,Montag,Lausig,Variable04 | Variable07 | Variable13 | Variable16 | Schlecht | Einkaufen | Rasiert,""
2021-07-20,Dienstag,Lausig,Variable06 | Variable07 | Variable08 | Variable13 | Variable16 | Schlecht,""
2021-07-21,Mittwoch,Lausig,Variable02 | Schlecht,""
2021-07-22,Donnerstag,Lausig,Variable02 | Variable04 | Schlecht | Einkaufen,""
2021-07-23,Freitag,Lausig,Familie | Variable02 | Variable04 | Chinesisch | Mäßig | Wäsche | Rasiert | Restaurant,""
2021-07-24,Samstag,Ok,Variable02 | Gut | Schlafqualitaet,""
2021-07-25,Sonntag,Ok,Variable06 | Variable08 | Chinesisch | Mäßig | Wäsche,""
2021-07-26,Montag,Gut,Variable04 | Variable07 | Chinesisch | Mäßig | Arbeit | Einkaufen,""
2021-07-27,Dienstag,Ok,Variable02 | Variable04 | Variable17 | Mäßig | Arbeit | Einkaufen | Restaurant,""
2021-07-28,Mittwoch,Schlecht,Variable02 | Variable03 | Variable04 | Chinesisch | Variable17 | Mäßig | Einkaufen | Rasiert | Restaurant,""
2021-07-29,Donnerstag,Lausig,Variable04 | Variable06 | Variable08 | Chinesisch | Mäßig | Arbeit | Allergie,""
2021-07-30,Freitag,Schlecht,Variable02 | Variable11 | Chinesisch | Variable16 | Mäßig | Einkaufen | Ausflug | Restaurant,""
2021-07-31,Samstag,Gut,Variable02 | Gut | Variable11 | Chinesisch | Wäsche | Schlafqualitaet,""
2021-08-01,Sonntag,Gut,Variable04 | Variable05 | Gut | Variable07 | Variable13 | Chinesisch | Variable14 | Variable19 | Arbeit | Schlafqualitaet,""
2021-08-02,Montag,Gut,Familie | Variable03 | Variable04 | Variable07 | Variable10 | Chinesisch | Mäßig | Einkaufen,""
2021-08-03,Dienstag,Ok,Variable02 | Variable03 | Variable04 | Variable09 | Variable13 | Chinesisch | Schlecht | Rasiert,""
2021-08-04,Mittwoch,Gut,Variable02 | Variable03 | Variable04 | Gut | Variable06 | Variable08 | Variable13 | Chinesisch | Variable16 | Arbeit | Einkaufen | Schlafqualitaet,""
2021-08-05,Donnerstag,Super,Variable03 | Variable04 | Schach | Variable07 | Variable08 | Variable11 | Chinesisch | Variable15 | Variable16 | Mäßig | Arbeit,""
2021-08-06,Freitag,Ok,Variable02 | Variable03 | Variable04 | Variable06 | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable14 | Friseur | Schlecht | Allergie | Einkaufen,""
2021-08-07,Samstag,Ok,Variable02 | Gut | Variable08 | Variable10 | Variable13 | Chinesisch | Variable16 | Variable17 | Ausflug | Schlafqualitaet,""
2021-08-08,Sonntag,Super,Schach | Gut | Variable11 | Variable13 | Chinesisch | Arbeit | Schlafqualitaet,""
2021-08-09,Montag,Super,Variable04 | Variable06 | Variable08 | Variable13 | Chinesisch | Variable19 | Mäßig | Arbeit,""
2021-08-10,Dienstag,Schlecht,Familie | Variable02 | Variable04 | Chinesisch | Variable15 | Variable17 | Variable19 | Mäßig | Wäsche | Einkaufen | Rasiert | Klausur,""
2021-08-11,Mittwoch,Lausig,Familie | Variable03 | Variable04 | Variable06 | Variable07 | Variable08 | Variable11 | Chinesisch | Variable17 | Arbeit | Schlecht | Einkaufen,""
2021-08-12,Donnerstag,Lausig,Familie | Variable03 | Variable04 | Variable07 | Chinesisch | Variable14 | Variable16 | Mäßig | Arbeit,""
2021-08-13,Freitag,Schlecht,Variable04 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable16 | Mäßig | Wäsche | Einkaufen,""
2021-08-14,Samstag,Ok,Variable02 | Variable04 | Gut | Variable07 | Variable11 | Variable13 | Chinesisch | Variable16 | Restaurant | Schlafqualitaet,""
2021-08-15,Sonntag,Schlecht,Variable02 | Variable06 | Variable07 | Variable09 | Variable11 | Variable13 | Chinesisch | Variable15 | Variable16 | Mäßig | Rasiert,""
2021-08-16,Montag,Lausig,Variable04 | Variable06 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable16 | Arbeit | Schlecht | Einkaufen,""
2021-08-17,Dienstag,Schlecht,Variable07 | Variable08 | Variable13 | Chinesisch | Variable16 | Variable19 | Mäßig,""
2021-08-18,Mittwoch,Ok,Variable02 | Variable04 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable18 | Variable19 | Mäßig | Arbeit | Rasiert | Klausur,""
2021-08-19,Donnerstag,Lausig,Variable02 | Variable11 | Chinesisch | Variable16 | Arbeit | Mensa | Schlecht,""
2021-08-20,Freitag,Lausig,Variable02 | Variable04 | Gut | Variable06 | Variable08 | Variable13 | Chinesisch | Arbeit | Wäsche | Einkaufen | Schlafqualitaet,""
2021-08-21,Samstag,Gut,Variable02 | Gut | Variable07 | Variable10 | Variable11 | Chinesisch | Variable15 | Einkaufen | Schlafqualitaet,""
2021-08-22,Sonntag,Ok,Variable02 | Variable04 | Variable08 | Variable13 | Chinesisch | Variable16 | Mäßig | Einkaufen | Ausflug,""
2021-08-23,Montag,Gut,Variable02 | Gut | Variable06 | Variable08 | Chinesisch | Variable15 | Einkaufen | Ausflug | Restaurant | Schlafqualitaet,""
2021-08-24,Dienstag,Super,Variable02 | Variable03 | Variable04 | Gut | Variable06 | Variable08 | Variable10 | Chinesisch | Ausflug | Restaurant | Schlafqualitaet,""
2021-08-25,Mittwoch,Super,Variable02 | Variable04 | Variable06 | Chinesisch | Mäßig | Ausflug | Restaurant,""
2021-08-26,Donnerstag,Super,Variable02 | Variable03 | Variable04 | Variable10 | Chinesisch | Mäßig | Arbeit | Einkaufen | Ausflug | Restaurant,""
2021-08-27,Freitag,Super,Variable02 | Variable04 | Variable06 | Variable08 | Variable10 | Chinesisch | Variable18 | Schlecht | Einkaufen | Rasiert,""
2021-08-28,Samstag,Super,Variable02 | Variable04 | Chinesisch | Variable18 | Mäßig | Einkaufen | Restaurant,""
2021-08-29,Sonntag,Ok,Variable02 | Variable08 | Chinesisch | Mäßig | Arbeit | Ausflug,""
2021-08-30,Montag,Ok,Familie | Chinesisch | Variable15 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-08-31,Dienstag,Gut,Familie | Variable04 | Chinesisch | Mäßig | Arbeit | Mensa | Wäsche | Rasiert,""
2021-09-01,Mittwoch,Super,Familie | Variable02 | Variable04 | Variable07 | Chinesisch | Variable14 | Mäßig | Mensa | Longboard,""
2021-09-02,Donnerstag,Gut,Variable04 | Variable07 | Chinesisch | Mäßig | Arbeit | Mensa,""
2021-09-03,Freitag,Lausig,Variable02 | Variable04 | Chinesisch | Variable18 | Mäßig | Mensa | Einkaufen,""
2021-09-04,Samstag,Lausig,Variable02 | Variable04 | Variable07 | Chinesisch | Variable14 | Mäßig | Arbeit | Wäsche | Einkaufen | Rasiert,""
2021-09-05,Sonntag,Schlecht,Variable02 | Variable04 | Variable05 | Variable07 | Variable08 | Variable09 | Variable11 | Chinesisch | Mäßig,""
2021-09-06,Montag,Ok,Variable09 | Variable11 | Chinesisch | Mäßig | Arbeit,""
2021-09-07,Dienstag,Gut,Variable03 | Variable07 | Variable08 | Chinesisch | Arbeit | Schlecht | Einkaufen | Rasiert,""
2021-09-08,Mittwoch,Gut,Variable02 | Variable04 | Variable07 | Variable10 | Chinesisch | Variable18 | Arbeit | Mensa | Schlecht | Einkaufen | Longboard,""
2021-09-09,Donnerstag,Super,Variable02 | Variable04 | Variable07 | Variable08 | Variable11 | Chinesisch | Variable14 | Variable19 | Mäßig | Arbeit | Mensa,""
2021-09-10,Freitag,Super,Variable02 | Variable04 | Variable07 | Variable11 | Chinesisch | Variable15 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-09-11,Samstag,Super,Variable02 | Variable04 | Variable07 | Variable10 | Chinesisch | Variable14 | Variable17 | Variable18 | Mäßig | Wäsche | Einkaufen,""
2021-09-12,Sonntag,Super,Variable02 | Gut | Variable06 | Variable07 | Variable08 | Chinesisch | Rasiert | Schlafqualitaet,""
2021-09-13,Montag,Super,Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-09-14,Dienstag,Super,Variable02 | Variable07 | Variable11 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-09-15,Mittwoch,Ok,Variable02 | Variable04 | Chinesisch | Variable15 | Mäßig | Arbeit | Einkaufen,""
2021-09-16,Donnerstag,Super,Variable04 | Schach | Variable07 | Variable09 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-09-17,Freitag,Gut,Familie | Variable02 | Variable04 | Variable06 | Variable11 | Chinesisch | Mäßig | Arbeit,""
2021-09-18,Samstag,Lausig,Variable02 | Variable04 | Gut | Variable06 | Variable07 | Variable10 | Variable11 | Chinesisch | Variable14 | Variable18 | Variable19 | Einkaufen | Rasiert | Schlafqualitaet,""
2021-09-19,Sonntag,Schlecht,Variable02 | Variable04 | Variable06 | Chinesisch | Variable17 | Variable18 | Variable19 | Arbeit | Schlecht,""
2021-09-20,Montag,Gut,Chinesisch | Variable16 | Variable17 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-09-21,Dienstag,Schlecht,Variable04 | Gut | Variable06 | Variable07 | Variable08 | Variable13 | Chinesisch | Variable15 | Variable16 | Arbeit | Schlafqualitaet,""
2021-09-22,Mittwoch,Ok,Variable02 | Variable04 | Chinesisch | Arbeit | Mensa | Schlecht | Einkaufen | Rasiert,""
2021-09-23,Donnerstag,Schlecht,Chinesisch | Schlecht,""
2021-09-24,Freitag,Lausig,Familie | Variable02 | Variable04 | Variable07 | Variable13 | Chinesisch | Variable16 | Variable18 | Mäßig | Wäsche | Einkaufen,""
2021-09-25,Samstag,Super,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Variable13 | Variable16 | Variable19 | Arbeit | Rasiert | Schlafqualitaet,""
2021-09-26,Sonntag,Gut,Variable04 | Variable07 | Chinesisch | Variable16 | Mäßig,""
2021-09-27,Montag,Lausig,Variable04 | Variable06 | Variable07 | Chinesisch | Mäßig | Arbeit | Einkaufen,""
2021-09-28,Dienstag,Ok,Variable02 | Variable04 | Variable06 | Variable08 | Chinesisch | Variable16 | Variable18 | Variable19 | Arbeit | Mensa | Wäsche | Schlecht | Einkaufen,""
2021-09-29,Mittwoch,Gut,Variable04 | Variable08 | Chinesisch | Arbeit | Schlecht,""
2021-09-30,Donnerstag,Gut,Variable02 | Variable04 | Chinesisch | Variable15 | Arbeit | Schlecht | Einkaufen | Rasiert | Restaurant,""
2021-10-01,Freitag,Gut,Familie | Variable02 | Variable04 | Gut | Variable10 | Chinesisch | Variable18 | Mensa | Einkaufen | Restaurant | Schlafqualitaet,""
2021-10-02,Samstag,Gut,Familie | Variable02 | Variable04 | Variable06 | Variable08 | Chinesisch | Variable17 | Mäßig | Restaurant,""
2021-10-03,Sonntag,Ok,Variable04 | Gut | Variable07 | Variable08 | Variable11 | Variable13 | Chinesisch | Variable15 | Variable17 | Arbeit | Schlafqualitaet,""
2021-10-04,Montag,Schlecht,Variable02 | Variable04 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa,""
2021-10-05,Dienstag,Schlecht,Variable04 | Variable11 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-10-06,Mittwoch,Gut,Variable02 | Variable04 | Variable07 | Variable08 | Chinesisch | Variable16 | Variable18 | Mäßig | Arbeit | Einkaufen | Rasiert,""
2021-10-07,Donnerstag,Ok,Variable02 | Variable03 | Variable04 | Chinesisch | Variable15 | Variable16 | Variable17 | Mäßig | Arbeit | Mensa | Einkaufen,""
2021-10-08,Freitag,Gut,Variable02 | Variable03 | Variable04 | Variable05 | Variable06 | Variable07 | Variable08 | Chinesisch | Variable14 | Mäßig | Arbeit | Wäsche,""
2021-10-09,Samstag,Super,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Variable11 | Arbeit | Einkaufen | Schlafqualitaet,""
2021-10-10,Sonntag,Ok,Variable02 | Variable03 | Variable04 | Variable05 | Gut | Variable07 | Variable09 | Variable11 | Chinesisch | Variable14 | Variable15 | Variable17 | Rasiert | Schlafqualitaet,""
2021-10-11,Montag,Super,Variable02 | Variable04 | Variable07 | Variable08 | Chinesisch | Variable17 | Mäßig | Arbeit | Einkaufen,""
2021-10-12,Dienstag,Super,Variable02 | Variable04 | Variable07 | Chinesisch | Variable15 | Variable17 | Mäßig | Arbeit,""
2021-10-13,Mittwoch,Super,Familie | Variable02 | Variable04 | Variable05 | Gut | Variable07 | Chinesisch | Variable14 | Variable15 | Arbeit | Schlafqualitaet,""
2021-10-14,Donnerstag,Super,Variable02 | Variable04 | Variable06 | Variable07 | Variable08 | Variable09 | Chinesisch | Variable14 | Variable15 | Variable17 | Mäßig | Friseur | Arbeit | Wäsche | Einkaufen | Rasiert,""
2021-10-15,Freitag,Ok,Variable02 | Variable04 | Variable06 | Variable08 | Variable11 | Variable18 | Mäßig | Arbeit | Einkaufen,""
